"STATION","NAME","DATE","TAVG","TOBS"
"USC00202437","EATON RAPIDS, MI US","2015-06-17",,"64"
"USC00202437","EATON RAPIDS, MI US","2015-06-18",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-06-19",,"58"
"USC00202437","EATON RAPIDS, MI US","2015-06-22",,"72"
"USC00202437","EATON RAPIDS, MI US","2015-06-23",,"67"
"USC00202437","EATON RAPIDS, MI US","2015-06-24",,"59"
"USC00202437","EATON RAPIDS, MI US","2015-06-25",,"63"
"USC00202437","EATON RAPIDS, MI US","2015-06-26",,"62"
"USC00202437","EATON RAPIDS, MI US","2015-06-27",,"56"
"USC00202437","EATON RAPIDS, MI US","2015-06-28",,"58"
"USC00202437","EATON RAPIDS, MI US","2015-06-29",,"59"
"USC00202437","EATON RAPIDS, MI US","2015-06-30",,"61"
"USC00202437","EATON RAPIDS, MI US","2015-07-01",,"58"
"USC00202437","EATON RAPIDS, MI US","2015-07-02",,"57"
"USC00202437","EATON RAPIDS, MI US","2015-07-03",,"55"
"USC00202437","EATON RAPIDS, MI US","2015-07-04",,"55"
"USC00202437","EATON RAPIDS, MI US","2015-07-05",,"61"
"USC00202437","EATON RAPIDS, MI US","2015-07-06",,"64"
"USC00202437","EATON RAPIDS, MI US","2015-07-07",,"70"
"USC00202437","EATON RAPIDS, MI US","2015-07-08",,"54"
"USC00202437","EATON RAPIDS, MI US","2015-07-09",,"60"
"USC00202437","EATON RAPIDS, MI US","2015-07-10",,"57"
"USC00202437","EATON RAPIDS, MI US","2015-07-11",,"62"
"USC00202437","EATON RAPIDS, MI US","2015-07-12",,"65"
"USC00202437","EATON RAPIDS, MI US","2015-07-13",,"64"
"USC00202437","EATON RAPIDS, MI US","2015-07-14",,"69"
"USC00202437","EATON RAPIDS, MI US","2015-07-15",,"58"
"USC00202437","EATON RAPIDS, MI US","2015-07-16",,"58"
"USC00202437","EATON RAPIDS, MI US","2015-07-17",,"69"
"USC00202437","EATON RAPIDS, MI US","2015-07-18",,"69"
"USC00202437","EATON RAPIDS, MI US","2015-07-19",,"71"
"USC00202437","EATON RAPIDS, MI US","2015-07-20",,"68"
"USC00202437","EATON RAPIDS, MI US","2015-07-21",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-07-22",,"64"
"USC00202437","EATON RAPIDS, MI US","2015-07-23",,"62"
"USC00202437","EATON RAPIDS, MI US","2015-07-24",,"67"
"USC00202437","EATON RAPIDS, MI US","2015-07-25",,"69"
"USC00202437","EATON RAPIDS, MI US","2015-07-26",,"65"
"USC00202437","EATON RAPIDS, MI US","2015-07-27",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-07-28",,"64"
"USC00202437","EATON RAPIDS, MI US","2015-07-29",,"69"
"USC00202437","EATON RAPIDS, MI US","2015-07-30",,"65"
"USC00202437","EATON RAPIDS, MI US","2015-07-31",,"65"
"USC00202437","EATON RAPIDS, MI US","2015-08-01",,"64"
"USC00202437","EATON RAPIDS, MI US","2015-08-02",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-08-03",,"65"
"USC00202437","EATON RAPIDS, MI US","2015-08-04",,"59"
"USC00202437","EATON RAPIDS, MI US","2015-08-05",,"58"
"USC00202437","EATON RAPIDS, MI US","2015-08-06",,"59"
"USC00202437","EATON RAPIDS, MI US","2015-08-07",,"61"
"USC00202437","EATON RAPIDS, MI US","2015-08-08",,"65"
"USC00202437","EATON RAPIDS, MI US","2015-08-09",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-08-10",,"69"
"USC00202437","EATON RAPIDS, MI US","2015-08-11",,"64"
"USC00202437","EATON RAPIDS, MI US","2015-08-12",,"57"
"USC00202437","EATON RAPIDS, MI US","2015-08-13",,"60"
"USC00202437","EATON RAPIDS, MI US","2015-08-14",,"70"
"USC00202437","EATON RAPIDS, MI US","2015-08-15",,"62"
"USC00202437","EATON RAPIDS, MI US","2015-08-16",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-08-17",,"71"
"USC00202437","EATON RAPIDS, MI US","2015-08-18",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-08-19",,"70"
"USC00202437","EATON RAPIDS, MI US","2015-08-20",,"61"
"USC00202437","EATON RAPIDS, MI US","2015-08-21",,"54"
"USC00202437","EATON RAPIDS, MI US","2015-08-22",,"57"
"USC00202437","EATON RAPIDS, MI US","2015-08-23",,"59"
"USC00202437","EATON RAPIDS, MI US","2015-08-24",,"58"
"USC00202437","EATON RAPIDS, MI US","2015-08-25",,"55"
"USC00202437","EATON RAPIDS, MI US","2015-08-26",,"57"
"USC00202437","EATON RAPIDS, MI US","2015-08-27",,"49"
"USC00202437","EATON RAPIDS, MI US","2015-08-28",,"49"
"USC00202437","EATON RAPIDS, MI US","2015-08-29",,"60"
"USC00202437","EATON RAPIDS, MI US","2015-08-31",,"60"
"USC00202437","EATON RAPIDS, MI US","2015-09-01",,"62"
"USC00202437","EATON RAPIDS, MI US","2015-09-02",,"71"
"USC00202437","EATON RAPIDS, MI US","2015-09-03",,"68"
"USC00202437","EATON RAPIDS, MI US","2015-09-04",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-09-05",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-09-06",,"65"
"USC00202437","EATON RAPIDS, MI US","2015-09-09",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-09-10",,"52"
"USC00202437","EATON RAPIDS, MI US","2015-09-11",,"58"
"USC00202437","EATON RAPIDS, MI US","2015-09-12",,"47"
"USC00202437","EATON RAPIDS, MI US","2015-09-13",,"43"
"USC00202437","EATON RAPIDS, MI US","2015-09-14",,"50"
"USC00202437","EATON RAPIDS, MI US","2015-09-15",,"61"
"USC00202437","EATON RAPIDS, MI US","2015-09-16",,"53"
"USC00202437","EATON RAPIDS, MI US","2015-09-17",,"53"
"USC00202437","EATON RAPIDS, MI US","2015-09-18",,"64"
"USC00202437","EATON RAPIDS, MI US","2015-09-19",,"68"
"USC00202437","EATON RAPIDS, MI US","2015-09-20",,"49"
"USC00202437","EATON RAPIDS, MI US","2015-09-21",,"45"
"USC00202437","EATON RAPIDS, MI US","2015-09-22",,"46"
"USC00202437","EATON RAPIDS, MI US","2015-09-23",,"47"
"USC00202437","EATON RAPIDS, MI US","2015-09-24",,"49"
"USC00202437","EATON RAPIDS, MI US","2015-09-25",,"55"
"USC00202437","EATON RAPIDS, MI US","2015-09-26",,"61"
"USC00202437","EATON RAPIDS, MI US","2015-09-27",,"62"
"USC00202437","EATON RAPIDS, MI US","2015-09-28",,"65"
"USC00202437","EATON RAPIDS, MI US","2015-09-29",,"66"
"USC00202437","EATON RAPIDS, MI US","2015-09-30",,"45"
"USC00202437","EATON RAPIDS, MI US","2015-10-01",,"43"
"USC00202437","EATON RAPIDS, MI US","2015-10-02",,"45"
"USC00202437","EATON RAPIDS, MI US","2015-10-03",,"46"
"USC00202437","EATON RAPIDS, MI US","2015-10-04",,"47"
"USC00202437","EATON RAPIDS, MI US","2015-10-05",,"54"
"USC00202437","EATON RAPIDS, MI US","2015-10-06",,"57"
"USC00202437","EATON RAPIDS, MI US","2015-10-07",,"49"
"USC00202437","EATON RAPIDS, MI US","2015-10-08",,"49"
"USC00202437","EATON RAPIDS, MI US","2015-10-09",,"55"
"USC00202437","EATON RAPIDS, MI US","2015-10-12",,"57"
"USC00202437","EATON RAPIDS, MI US","2015-10-13",,"49"
"USC00202437","EATON RAPIDS, MI US","2015-10-14",,"49"
"USC00202437","EATON RAPIDS, MI US","2015-10-15",,"45"
"USC00202437","EATON RAPIDS, MI US","2015-10-16",,"36"
"USC00202437","EATON RAPIDS, MI US","2015-10-17",,"36"
"USC00202437","EATON RAPIDS, MI US","2015-10-18",,"34"
"USC00202437","EATON RAPIDS, MI US","2015-10-19",,"42"
"USC00202437","EATON RAPIDS, MI US","2015-10-20",,"55"
"USC00202437","EATON RAPIDS, MI US","2015-10-21",,"52"
"USC00202437","EATON RAPIDS, MI US","2015-10-22",,"53"
"USC00202437","EATON RAPIDS, MI US","2015-10-24",,"56"
"USC00202437","EATON RAPIDS, MI US","2015-10-25",,"40"
"USC00202437","EATON RAPIDS, MI US","2015-10-26",,"33"
"USC00202437","EATON RAPIDS, MI US","2015-10-27",,"39"
"USC00202437","EATON RAPIDS, MI US","2015-10-28",,"51"
"USC00202437","EATON RAPIDS, MI US","2015-10-29",,"37"
"USC00202437","EATON RAPIDS, MI US","2015-10-30",,"39"
"USC00202437","EATON RAPIDS, MI US","2015-10-31",,"44"
"USC00202437","EATON RAPIDS, MI US","2015-11-01",,"48"
"USC00202437","EATON RAPIDS, MI US","2015-11-02",,"38"
"USC00202437","EATON RAPIDS, MI US","2015-11-03",,"42"
"USC00202437","EATON RAPIDS, MI US","2015-11-04",,"44"
"USC00202437","EATON RAPIDS, MI US","2015-11-05",,"59"
"USC00202437","EATON RAPIDS, MI US","2015-11-06",,"56"
"USC00202437","EATON RAPIDS, MI US","2015-11-07",,"40"
"USC00202437","EATON RAPIDS, MI US","2015-11-08",,"28"
"USC00202437","EATON RAPIDS, MI US","2015-11-09",,"28"
"USC00202437","EATON RAPIDS, MI US","2015-11-12",,"49"
"USC00202437","EATON RAPIDS, MI US","2015-11-13",,"41"
"USC00202437","EATON RAPIDS, MI US","2015-11-14",,"30"
"USC00202437","EATON RAPIDS, MI US","2015-11-15",,"44"
"USC00202437","EATON RAPIDS, MI US","2015-11-16",,"36"
"USC00202437","EATON RAPIDS, MI US","2015-11-17",,"47"
"USC00202437","EATON RAPIDS, MI US","2015-11-18",,"59"
"USC00202437","EATON RAPIDS, MI US","2015-11-19",,"44"
"USC00202437","EATON RAPIDS, MI US","2015-11-20",,"33"
"USC00202437","EATON RAPIDS, MI US","2015-11-21",,"31"
"USC00202437","EATON RAPIDS, MI US","2015-11-22",,"21"
"USC00202437","EATON RAPIDS, MI US","2015-11-23",,"25"
"USC00202437","EATON RAPIDS, MI US","2015-11-24",,"25"
"USC00202437","EATON RAPIDS, MI US","2015-11-25",,"33"
"USC00202437","EATON RAPIDS, MI US","2015-11-26",,"47"
"USC00202437","EATON RAPIDS, MI US","2015-11-27",,"54"
"USC00202437","EATON RAPIDS, MI US","2015-11-28",,"30"
"USC00202437","EATON RAPIDS, MI US","2015-11-29",,"19"
"USC00202437","EATON RAPIDS, MI US","2015-11-30",,"27"
"USC00202437","EATON RAPIDS, MI US","2015-12-01",,"40"
"USC00202437","EATON RAPIDS, MI US","2015-12-02",,"28"
"USC00202437","EATON RAPIDS, MI US","2015-12-03",,"33"
"USC00202437","EATON RAPIDS, MI US","2015-12-04",,"36"
"USC00202437","EATON RAPIDS, MI US","2015-12-05",,"28"
"USC00202437","EATON RAPIDS, MI US","2015-12-06",,"29"
"USC00202437","EATON RAPIDS, MI US","2015-12-07",,"26"
"USC00202437","EATON RAPIDS, MI US","2015-12-08",,"37"
"USC00202437","EATON RAPIDS, MI US","2015-12-10",,"41"
"USC00202437","EATON RAPIDS, MI US","2015-12-11",,"43"
"USC00202437","EATON RAPIDS, MI US","2015-12-15",,"41"
"USC00202437","EATON RAPIDS, MI US","2015-12-16",,"41"
"USC00202437","EATON RAPIDS, MI US","2015-12-17",,"35"
"USC00202437","EATON RAPIDS, MI US","2015-12-18",,"28"
"USC00202437","EATON RAPIDS, MI US","2015-12-19",,"24"
"USC00202437","EATON RAPIDS, MI US","2015-12-20",,"26"
"USC00202437","EATON RAPIDS, MI US","2015-12-21",,"40"
"USC00202437","EATON RAPIDS, MI US","2015-12-22",,"49"
"USC00202437","EATON RAPIDS, MI US","2015-12-23",,"46"
"USC00202437","EATON RAPIDS, MI US","2015-12-24",,"39"
"USC00202437","EATON RAPIDS, MI US","2015-12-25",,"35"
"USC00202437","EATON RAPIDS, MI US","2015-12-26",,"32"
"USC00202437","EATON RAPIDS, MI US","2015-12-27",,"36"
"USC00202437","EATON RAPIDS, MI US","2015-12-28",,"27"
"USC00202437","EATON RAPIDS, MI US","2015-12-29",,"39"
"USC00202437","EATON RAPIDS, MI US","2015-12-30",,"32"
"USC00202437","EATON RAPIDS, MI US","2016-01-01",,"29"
"USC00202437","EATON RAPIDS, MI US","2016-01-02",,"29"
"USC00202437","EATON RAPIDS, MI US","2016-01-03",,"30"
"USC00202437","EATON RAPIDS, MI US","2016-01-04",,"22"
"USC00202437","EATON RAPIDS, MI US","2016-01-05",,"13"
"USC00202437","EATON RAPIDS, MI US","2016-01-06",,"20"
"USC00202437","EATON RAPIDS, MI US","2016-01-07",,"29"
"USC00202437","EATON RAPIDS, MI US","2016-01-08",,"31"
"USC00202437","EATON RAPIDS, MI US","2016-01-09",,"41"
"USC00202437","EATON RAPIDS, MI US","2016-01-10",,"26"
"USC00202437","EATON RAPIDS, MI US","2016-01-11",,"9"
"USC00202437","EATON RAPIDS, MI US","2016-01-12",,"18"
"USC00202437","EATON RAPIDS, MI US","2016-01-13",,"12"
"USC00202437","EATON RAPIDS, MI US","2016-01-14",,"26"
"USC00202437","EATON RAPIDS, MI US","2016-01-15",,"37"
"USC00202437","EATON RAPIDS, MI US","2016-01-16",,"29"
"USC00202437","EATON RAPIDS, MI US","2016-01-17",,"14"
"USC00202437","EATON RAPIDS, MI US","2016-01-18",,"8"
"USC00202437","EATON RAPIDS, MI US","2016-01-19",,"3"
"USC00202437","EATON RAPIDS, MI US","2016-01-20",,"13"
"USC00202437","EATON RAPIDS, MI US","2016-01-22",,"22"
"USC00202437","EATON RAPIDS, MI US","2016-01-23",,"23"
"USC00202437","EATON RAPIDS, MI US","2016-01-24",,"20"
"USC00202437","EATON RAPIDS, MI US","2016-01-25",,"27"
"USC00202437","EATON RAPIDS, MI US","2016-01-26",,"34"
"USC00202437","EATON RAPIDS, MI US","2016-01-27",,"27"
"USC00202437","EATON RAPIDS, MI US","2016-01-28",,"31"
"USC00202437","EATON RAPIDS, MI US","2016-01-29",,"22"
"USC00202437","EATON RAPIDS, MI US","2016-02-01",,"30"
"USC00202437","EATON RAPIDS, MI US","2016-02-02",,"25"
"USC00202437","EATON RAPIDS, MI US","2016-02-03",,"45"
"USC00202437","EATON RAPIDS, MI US","2016-02-04",,"30"
"USC00202437","EATON RAPIDS, MI US","2016-02-05",,"20"
"USC00202437","EATON RAPIDS, MI US","2016-02-06",,"25"
"USC00202437","EATON RAPIDS, MI US","2016-02-07",,"35"
"USC00202437","EATON RAPIDS, MI US","2016-02-08",,"29"
"USC00202437","EATON RAPIDS, MI US","2016-02-09",,"29"
"USC00202437","EATON RAPIDS, MI US","2016-02-10",,"18"
"USC00202437","EATON RAPIDS, MI US","2016-02-11",,"10"
"USC00202437","EATON RAPIDS, MI US","2016-02-12",,"17"
"USC00202437","EATON RAPIDS, MI US","2016-02-15",,"17"
"USC00202437","EATON RAPIDS, MI US","2016-02-16",,"27"
"USC00202437","EATON RAPIDS, MI US","2016-02-17",,"28"
"USC00202437","EATON RAPIDS, MI US","2016-02-18",,"3"
"USC00202437","EATON RAPIDS, MI US","2016-02-19",,"39"
"USC00202437","EATON RAPIDS, MI US","2016-02-20",,"43"
"USC00202437","EATON RAPIDS, MI US","2016-02-22",,"30"
"USC00202437","EATON RAPIDS, MI US","2016-02-25",,"30"
"USC00202437","EATON RAPIDS, MI US","2016-02-26",,"24"
"USC00202437","EATON RAPIDS, MI US","2016-02-29",,"32"
"USC00202437","EATON RAPIDS, MI US","2016-03-01",,"22"
"USC00202437","EATON RAPIDS, MI US","2016-03-02",,"16"
"USC00202437","EATON RAPIDS, MI US","2016-03-03",,"15"
"USC00202437","EATON RAPIDS, MI US","2016-03-04",,"10"
"USC00202437","EATON RAPIDS, MI US","2016-03-05",,"20"
"USC00202437","EATON RAPIDS, MI US","2016-03-06",,"20"
"USC00202437","EATON RAPIDS, MI US","2016-03-07",,"46"
"USC00202437","EATON RAPIDS, MI US","2016-03-08",,"49"
"USC00202437","EATON RAPIDS, MI US","2016-03-09",,"61"
"USC00202437","EATON RAPIDS, MI US","2016-03-10",,"50"
"USC00202437","EATON RAPIDS, MI US","2016-03-11",,"34"
"USC00202437","EATON RAPIDS, MI US","2016-03-12",,"33"
"USC00202437","EATON RAPIDS, MI US","2016-03-13",,"47"
"USC00202437","EATON RAPIDS, MI US","2016-03-14",,"50"
"USC00202437","EATON RAPIDS, MI US","2016-03-15",,"41"
"USC00202437","EATON RAPIDS, MI US","2016-03-16",,"50"
"USC00202437","EATON RAPIDS, MI US","2016-03-17",,"42"
"USC00202437","EATON RAPIDS, MI US","2016-03-18",,"29"
"USC00202437","EATON RAPIDS, MI US","2016-03-19",,"30"
"USC00202437","EATON RAPIDS, MI US","2016-03-20",,"23"
"USC00202437","EATON RAPIDS, MI US","2016-03-21",,"30"
"USC00202437","EATON RAPIDS, MI US","2016-03-22",,"37"
"USC00202437","EATON RAPIDS, MI US","2016-03-23",,"38"
"USC00202437","EATON RAPIDS, MI US","2016-03-24",,"36"
"USC00202437","EATON RAPIDS, MI US","2016-03-25",,"27"
"USC00202437","EATON RAPIDS, MI US","2016-03-26",,"27"
"USC00202437","EATON RAPIDS, MI US","2016-03-27",,"35"
"USC00202437","EATON RAPIDS, MI US","2016-03-28",,"42"
"USC00202437","EATON RAPIDS, MI US","2016-03-29",,"29"
"USC00202437","EATON RAPIDS, MI US","2016-03-30",,"33"
"USC00202437","EATON RAPIDS, MI US","2016-03-31",,"57"
"USC00202437","EATON RAPIDS, MI US","2016-04-01",,"38"
"USC00202437","EATON RAPIDS, MI US","2016-04-02",,"34"
"USC00202437","EATON RAPIDS, MI US","2016-04-03",,"25"
"USC00202437","EATON RAPIDS, MI US","2016-04-04",,"29"
"USC00202437","EATON RAPIDS, MI US","2016-04-05",,"20"
"USC00202437","EATON RAPIDS, MI US","2016-04-06",,"36"
"USC00202437","EATON RAPIDS, MI US","2016-04-07",,"36"
"USC00202437","EATON RAPIDS, MI US","2016-04-08",,"27"
"USC00202437","EATON RAPIDS, MI US","2016-04-09",,"22"
"USC00202437","EATON RAPIDS, MI US","2016-04-10",,"29"
"USC00202437","EATON RAPIDS, MI US","2016-04-11",,"45"
"USC00202437","EATON RAPIDS, MI US","2016-04-12",,"32"
"USC00202437","EATON RAPIDS, MI US","2016-04-14",,"33"
"USC00202437","EATON RAPIDS, MI US","2016-04-15",,"33"
"USC00202437","EATON RAPIDS, MI US","2016-04-16",,"45"
"USC00202437","EATON RAPIDS, MI US","2016-04-17",,"43"
"USC00202437","EATON RAPIDS, MI US","2016-04-18",,"46"
"USC00202437","EATON RAPIDS, MI US","2016-04-19",,"47"
"USC00202437","EATON RAPIDS, MI US","2016-04-20",,"48"
"USC00202437","EATON RAPIDS, MI US","2016-04-21",,"50"
"USC00202437","EATON RAPIDS, MI US","2016-04-22",,"52"
"USC00202437","EATON RAPIDS, MI US","2016-04-23",,"40"
"USC00202437","EATON RAPIDS, MI US","2016-04-24",,"40"
"USC00202437","EATON RAPIDS, MI US","2016-04-25",,"48"
"USC00202437","EATON RAPIDS, MI US","2016-04-26",,"48"
"USC00202437","EATON RAPIDS, MI US","2016-04-27",,"38"
"USC00202437","EATON RAPIDS, MI US","2016-04-28",,"39"
"USC00202437","EATON RAPIDS, MI US","2016-04-29",,"42"
"USC00202437","EATON RAPIDS, MI US","2016-04-30",,"44"
"USC00202437","EATON RAPIDS, MI US","2016-05-01",,"46"
"USC00202437","EATON RAPIDS, MI US","2016-05-02",,"43"
"USC00202437","EATON RAPIDS, MI US","2016-05-03",,"40"
"USC00202437","EATON RAPIDS, MI US","2016-05-04",,"53"
"USC00202437","EATON RAPIDS, MI US","2016-05-05",,"45"
"USC00202437","EATON RAPIDS, MI US","2016-05-06",,"42"
"USC00202437","EATON RAPIDS, MI US","2016-05-07",,"58"
"USC00202437","EATON RAPIDS, MI US","2016-05-08",,"44"
"USC00202437","EATON RAPIDS, MI US","2016-05-09",,"43"
"USC00202437","EATON RAPIDS, MI US","2016-05-11",,"52"
"USC00202437","EATON RAPIDS, MI US","2016-05-12",,"59"
"USC00202437","EATON RAPIDS, MI US","2016-05-13",,"51"
"USC00202437","EATON RAPIDS, MI US","2016-05-14",,"43"
"USC00202437","EATON RAPIDS, MI US","2016-05-15",,"33"
"USC00202437","EATON RAPIDS, MI US","2016-05-17",,"50"
"USC00202437","EATON RAPIDS, MI US","2016-05-18",,"44"
"USC00202437","EATON RAPIDS, MI US","2016-05-19",,"46"
"USC00202437","EATON RAPIDS, MI US","2016-05-21",,"52"
"USC00202437","EATON RAPIDS, MI US","2016-05-22",,"55"
"USC00202437","EATON RAPIDS, MI US","2016-05-23",,"46"
"USC00202437","EATON RAPIDS, MI US","2016-05-24",,"62"
"USC00202437","EATON RAPIDS, MI US","2016-05-25",,"67"
"USC00202437","EATON RAPIDS, MI US","2016-05-26",,"65"
"USC00202437","EATON RAPIDS, MI US","2016-05-27",,"68"
"USC00202437","EATON RAPIDS, MI US","2016-05-30",,"64"
"USC00202437","EATON RAPIDS, MI US","2016-05-31",,"62"
"USC00202437","EATON RAPIDS, MI US","2016-06-01",,"60"
"USC00202437","EATON RAPIDS, MI US","2016-06-02",,"63"
"USC00202437","EATON RAPIDS, MI US","2016-06-03",,"61"
"USC00202437","EATON RAPIDS, MI US","2016-06-04",,"67"
"USC00202437","EATON RAPIDS, MI US","2016-06-05",,"65"
"USC00202437","EATON RAPIDS, MI US","2016-06-06",,"65"
"USC00202437","EATON RAPIDS, MI US","2016-06-07",,"55"
"USC00202437","EATON RAPIDS, MI US","2016-06-08",,"49"
"USC00202437","EATON RAPIDS, MI US","2016-06-09",,"50"
"USC00202437","EATON RAPIDS, MI US","2016-06-10",,"64"
"USC00202437","EATON RAPIDS, MI US","2016-06-11",,"72"
"USC00202437","EATON RAPIDS, MI US","2016-06-12",,"60"
"USC00202437","EATON RAPIDS, MI US","2016-06-13",,"55"
"USC00202437","EATON RAPIDS, MI US","2016-06-14",,"61"
"USC00202437","EATON RAPIDS, MI US","2016-06-15",,"66"
"USC00202437","EATON RAPIDS, MI US","2016-06-16",,"68"
"USC00202437","EATON RAPIDS, MI US","2016-06-17",,"64"
"USC00202437","EATON RAPIDS, MI US","2016-06-18",,"57"
"USC00202437","EATON RAPIDS, MI US","2016-06-19",,"65"
"USC00202437","EATON RAPIDS, MI US","2016-06-20",,"67"
"USC00202437","EATON RAPIDS, MI US","2016-06-21",,"63"
"USC00202437","EATON RAPIDS, MI US","2016-06-22",,"63"
"USC00202437","EATON RAPIDS, MI US","2016-06-23",,"65"
"USC00202437","EATON RAPIDS, MI US","2016-06-24",,"62"
"USC00202437","EATON RAPIDS, MI US","2016-06-25",,"66"
"USC00202437","EATON RAPIDS, MI US","2016-06-26",,"70"
"USC00202437","EATON RAPIDS, MI US","2016-06-27",,"71"
"USC00202437","EATON RAPIDS, MI US","2016-06-28",,"60"
"USC00202437","EATON RAPIDS, MI US","2016-06-29",,"53"
"USC00202437","EATON RAPIDS, MI US","2016-06-30",,"56"
"USC00202437","EATON RAPIDS, MI US","2016-07-01",,"61"
"USC00202437","EATON RAPIDS, MI US","2016-07-02",,"54"
"USC00202437","EATON RAPIDS, MI US","2016-07-04",,"59"
"USC00202437","EATON RAPIDS, MI US","2016-07-05",,"67"
"USC00202437","EATON RAPIDS, MI US","2016-07-06",,"69"
"USC00202437","EATON RAPIDS, MI US","2016-07-07",,"70"
"USC00202437","EATON RAPIDS, MI US","2016-07-08",,"67"
"USC00202437","EATON RAPIDS, MI US","2016-07-09",,"64"
"USC00202437","EATON RAPIDS, MI US","2016-07-11",,"69"
"USC00202437","EATON RAPIDS, MI US","2016-07-12",,"72"
"USC00202437","EATON RAPIDS, MI US","2016-07-13",,"71"
"USC00202437","EATON RAPIDS, MI US","2016-07-14",,"70"
"USC00202437","EATON RAPIDS, MI US","2016-07-15",,"66"
"USC00202437","EATON RAPIDS, MI US","2016-07-16",,"61"
"USC00202437","EATON RAPIDS, MI US","2016-07-17",,"58"
"USC00202437","EATON RAPIDS, MI US","2016-07-18",,"71"
"USC00202437","EATON RAPIDS, MI US","2016-07-19",,"64"
"USC00202437","EATON RAPIDS, MI US","2016-07-20",,"62"
"USC00202437","EATON RAPIDS, MI US","2016-07-21",,"75"
"USC00202437","EATON RAPIDS, MI US","2016-07-22",,"77"
"USC00202437","EATON RAPIDS, MI US","2016-07-23",,"69"
"USC00202437","EATON RAPIDS, MI US","2016-07-24",,"71"
"USC00202437","EATON RAPIDS, MI US","2016-07-25",,"75"
"USC00202437","EATON RAPIDS, MI US","2016-07-26",,"68"
"USC00202437","EATON RAPIDS, MI US","2016-07-27",,"67"
"USC00202437","EATON RAPIDS, MI US","2016-07-28",,"66"
"USC00202437","EATON RAPIDS, MI US","2016-07-29",,"66"
"USC00202437","EATON RAPIDS, MI US","2016-07-30",,"64"
"USC00202437","EATON RAPIDS, MI US","2016-07-31",,"65"
"USC00202437","EATON RAPIDS, MI US","2016-08-01",,"64"
"USC00202437","EATON RAPIDS, MI US","2016-08-02",,"64"
"USC00202437","EATON RAPIDS, MI US","2016-08-03",,"67"
"USC00202437","EATON RAPIDS, MI US","2016-08-05",,"76"
"USC00202437","EATON RAPIDS, MI US","2016-08-06",,"59"
"USC00202437","EATON RAPIDS, MI US","2016-08-07",,"59"
"USC00202437","EATON RAPIDS, MI US","2016-08-08",,"62"
"USC00202437","EATON RAPIDS, MI US","2016-08-09",,"57"
"USC00202437","EATON RAPIDS, MI US","2016-08-10",,"63"
"USC00202437","EATON RAPIDS, MI US","2016-08-11",,"72"
"USC00202437","EATON RAPIDS, MI US","2016-08-12",,"76"
"USC00202437","EATON RAPIDS, MI US","2016-08-13",,"74"
"USC00202437","EATON RAPIDS, MI US","2016-08-14",,"66"
"USC00202437","EATON RAPIDS, MI US","2016-08-15",,"64"
"USC00202437","EATON RAPIDS, MI US","2016-08-16",,"71"
"USC00202437","EATON RAPIDS, MI US","2016-08-17",,"67"
"USC00202437","EATON RAPIDS, MI US","2016-08-18",,"62"
"USC00202437","EATON RAPIDS, MI US","2016-08-20",,"68"
"USC00202437","EATON RAPIDS, MI US","2016-08-21",,"63"
"USC00202437","EATON RAPIDS, MI US","2016-08-22",,"57"
"USC00202437","EATON RAPIDS, MI US","2016-08-23",,"61"
"USC00202437","EATON RAPIDS, MI US","2016-08-26",,"65"
"USC00202437","EATON RAPIDS, MI US","2016-08-27",,"68"
"USC00202437","EATON RAPIDS, MI US","2016-08-28",,"70"
"USC00202437","EATON RAPIDS, MI US","2016-08-29",,"65"
"USC00202437","EATON RAPIDS, MI US","2016-08-30",,"69"
"USC00202437","EATON RAPIDS, MI US","2016-08-31",,"70"
"USC00202437","EATON RAPIDS, MI US","2016-09-01",,"58"
"USC00202437","EATON RAPIDS, MI US","2016-09-02",,"54"
"USC00202437","EATON RAPIDS, MI US","2016-09-03",,"52"
"USC00202437","EATON RAPIDS, MI US","2016-09-04",,"52"
"USC00202437","EATON RAPIDS, MI US","2016-09-05",,"58"
"USC00202437","EATON RAPIDS, MI US","2016-09-06",,"73"
"USC00202437","EATON RAPIDS, MI US","2016-09-07",,"77"
"USC00202437","EATON RAPIDS, MI US","2016-09-08",,"73"
"USC00202437","EATON RAPIDS, MI US","2016-09-09",,"67"
"USC00202437","EATON RAPIDS, MI US","2016-09-10",,"66"
"USC00202437","EATON RAPIDS, MI US","2016-09-11",,"52"
"USC00202437","EATON RAPIDS, MI US","2016-09-12",,"51"
"USC00202437","EATON RAPIDS, MI US","2016-09-13",,"55"
"USC00202437","EATON RAPIDS, MI US","2016-09-14",,"60"
"USC00202437","EATON RAPIDS, MI US","2016-09-15",,"50"
"USC00202437","EATON RAPIDS, MI US","2016-09-16",,"53"
"USC00202437","EATON RAPIDS, MI US","2016-09-17",,"66"
"USC00202437","EATON RAPIDS, MI US","2016-09-18",,"57"
