"STATION","NAME","DATE","TAVG","TOBS"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-08-26",,"67"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-08-27",,"71"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-08-28",,"73"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-08-29",,"64"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-08-30",,"68"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-08-31",,"68"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-09-01",,"68"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-09-02",,"66"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-09-03",,"59"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-09-04",,"57"
"USC00203306","GRAND LEDGE 1 NW, MI US","2013-09-05",,"53"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-01","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-02","29",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-03","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-04","39",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-05","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-06","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-07","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-08","42",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-09","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-10","39",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-11","36",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-12","36",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-13","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-14","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-15","52",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-16","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-17","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-18","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-19","46",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-20","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-21","36",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-22","46",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-23","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-24","40",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-25","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-26","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-27","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-28","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-29","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-04-30","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-01","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-02","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-03","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-04","65",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-05","61",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-06","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-07","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-08","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-09","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-10","55",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-11","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-12","40",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-13","40",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-14","57",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-15","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-16","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-17","61",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-18","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-19","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-20","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-21","73",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-22","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-23","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-24","46",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-25","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-26","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-27","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-28","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-29","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-30","75",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-05-31","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-01","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-02","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-03","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-04","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-05","61",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-06","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-07","57",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-08","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-09","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-10","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-11","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-12","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-13","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-14","65",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-15","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-16","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-17","72",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-18","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-19","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-20","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-21","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-22","77",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-23","79",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-24","78",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-25","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-26","73",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-27","75",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-28","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-29","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-06-30","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-01","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-02","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-03","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-04","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-05","73",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-06","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-07","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-08","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-09","75",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-10","78",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-11","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-12","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-13","72",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-14","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-15","81",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-16","82",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-17","84",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-18","83",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-19","84",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-20","78",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-21","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-22","73",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-23","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-24","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-25","65",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-26","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-27","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-28","57",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-29","61",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-30","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-07-31","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-01","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-02","65",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-03","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-04","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-05","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-06","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-07","72",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-08","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-09","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-10","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-11","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-12","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-13","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-14","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-15","61",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-16","65",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-17","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-18","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-19","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-20","72",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-21","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-22","73",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-23","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-24","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-25","73",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-26","77",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-27","77",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-28","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-29","73",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-30","77",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-08-31","73",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-01","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-02","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-03","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-04","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-05","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-06","61",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-07","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-08","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-09","65",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-10","81",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-11","79",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-12","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-13","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-14","52",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-15","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-16","55",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-17","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-18","61",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-19","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-20","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-21","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-22","52",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-23","48",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-24","52",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-25","55",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-26","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-27","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-28","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-29","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-09-30","57",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-01","61",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-02","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-03","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-04","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-05","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-06","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-07","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-08","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-09","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-10","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-11","55",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-12","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-13","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-14","49",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-15","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-16","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-17","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-18","48",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-19","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-20","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-21","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-22","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-23","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-24","36",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-25","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-26","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-27","42",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-28","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-29","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-30","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-10-31","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-01","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-02","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-03","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-04","40",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-05","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-06","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-07","39",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-08","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-09","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-10","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-11","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-12","27",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-13","28",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-14","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-15","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-16","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-17","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-18","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-19","35",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-20","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-21","43",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-22","42",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-23","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-24","18",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-25","23",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-26","30",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-27","24",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-28","22",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-29","25",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-11-30","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-01","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-02","34",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-03","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-04","42",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-05","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-06","25",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-07","19",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-08","15",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-09","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-10","16",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-11","17",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-12","10",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-13","22",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-14","20",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-15","19",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-16","11",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-17","20",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-18","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-19","32",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-20","32",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-21","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-22","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-23","25",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-24","16",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-25","17",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-26","24",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-27","29",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-28","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-29","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-30","17",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2013-12-31","15",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-01","12",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-02","11",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-03","1",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-04","20",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-05","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-06","10",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-07","-7",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-08","5",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-09","10",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-10","27",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-11","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-12","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-13","40",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-14","34",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-15","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-16","20",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-17","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-18","17",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-19","20",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-20","25",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-21","6",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-22","4",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-23","8",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-24","6",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-25","19",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-26","9",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-27","10",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-28","-2",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-29","5",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-30","17",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-01-31","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-01","24",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-02","21",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-03","9",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-04","13",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-05","20",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-06","13",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-07","7",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-08","8",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-09","15",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-10","13",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-11","10",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-12","8",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-13","22",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-14","25",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-15","14",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-16","17",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-17","11",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-18","23",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-19","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-20","34",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-21","36",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-22","29",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-23","24",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2014-02-24","19",
